timestamp,voltage_load1,voltage_load2,voltage_load3,voltage_load4,voltage_load5,voltage_load6,voltage_load7,voltage_load8,voltage_load9,voltage_load10,voltage_load11,voltage_load12,voltage_load13,voltage_load14,voltage_load15,voltage_load16,voltage_load17,voltage_load18,voltage_load19,voltage_load20,voltage_load21,voltage_load22,voltage_load23,voltage_load24,voltage_load25,voltage_load26,voltage_load27,voltage_load28,voltage_load29,voltage_load30,voltage_load31,voltage_load32,voltage_load33,voltage_load34,voltage_load35,voltage_load36,voltage_load37,voltage_load38,voltage_load39,votlage_load40,voltage_load41,voltage_load42,voltage_load43,voltage_load44,voltage_load45,votlage_load46,voltage_load47,voltage_load48,voltage_load49,voltage_load50,voltage_load51,voltage_load52,voltage_load53,voltage_load54,voltage_load55
2000-01-01 00:13:00 EST,252.0605576,252.1281045,252.0591915,251.927542,251.9316405,252.1281045,252.1053537,251.8390013,251.8997009,252.1000235,252.1000235,251.8330014,252.0997912,251.8767852,252.1002911,251.7920031,251.7990028,251.7550072,251.7430073,251.7962034,251.8254894,251.795703,252.0678734,251.7350081,251.7155201,252.0923275,251.7050104,251.6870116,251.7261798,251.7209847,251.7261798,251.7050122,251.7710056,251.7421123,251.9926806,252.0063056,252.0063056,252.0894617,251.677015,252.0841315,252.065409,251.665016,251.6820134,252.0918276,252.066275,251.700093,251.6830134,251.7055579,251.6964949,252.0515167,251.7301499,251.7194502,252.0515167,251.7279179,251.7185845
2000-01-01 00:14:00 EST,252.0603267,252.1328359,252.0603267,251.9299481,251.9326804,252.1328359,252.1148172,251.8080014,251.9022426,252.1089871,252.109487,251.8030016,252.1102547,251.8798276,252.1111208,251.7570035,251.7650032,251.7100081,251.7000082,251.8000172,251.8283024,251.7995167,252.0820685,251.6890092,251.7193311,252.1088887,251.6530119,251.6330136,251.7299907,251.7242955,251.7299907,251.6520139,251.7270064,251.7459241,252.0063755,252.0205002,252.0205002,252.1060228,251.6190173,252.1011926,252.0838362,251.6060185,251.6270153,252.1083888,252.0838362,251.7041777,251.6280153,251.7096427,251.7014452,252.0694439,251.7347358,251.7235351,252.0694439,251.7333696,251.7235351
2000-01-01 00:15:00 EST,252.0606923,252.1304702,252.060192,251.9283121,251.9324106,252.1304702,252.1100854,251.8230014,251.9009717,252.1047552,252.1047552,251.8170015,252.1050229,251.8785566,252.1063889,251.7740033,251.781003,251.7320077,251.7210077,251.7981101,251.8268958,251.7981101,252.0754708,251.7110087,251.7174254,252.1017909,251.6790111,251.6620124,251.7280851,251.7228901,251.7280851,251.6750132,251.748006,251.744018,251.9997779,252.0139027,252.0139027,252.0989251,251.6420165,252.0940949,252.0767384,251.6290177,251.6500146,252.101291,252.0767384,251.7022704,251.6510146,251.7077353,251.6995379,252.0623461,251.7323276,251.7216276,252.0614801,251.7309614,251.7216276
2000-01-01 00:16:00 EST,252.0644252,252.1348354,252.0639249,251.9382801,251.9423787,252.1348354,252.1188169,251.7910012,251.9124416,252.1134867,252.1134867,251.7860014,252.1152546,251.8918935,252.1152546,251.7260035,251.7370031,251.6950072,251.6850073,251.8146806,251.8429658,251.8141801,252.0839701,251.6750082,251.7339937,252.1107905,251.6430104,251.6250117,251.7446533,251.7389581,251.7446533,251.6380122,251.7110056,251.7605869,252.0082768,252.0232674,252.0232674,252.1075585,251.6040153,252.1027283,252.0848719,251.5910164,251.6120135,252.1094245,252.0848719,251.7287703,251.6130134,251.732869,251.7233052,252.0709796,251.7538635,251.7431632,252.0701136,251.7524973,251.7431632
2000-01-01 00:17:00 EST,252.0730348,252.2015837,252.0716686,251.9714617,251.9755609,252.2007177,252.255286,251.138008,251.961077,252.2565572,252.2565572,251.0520143,252.2418941,251.9358417,252.2423946,251.2380055,251.2490049,251.213008,251.202009,251.8626911,251.8893832,251.8613245,252.1848234,251.1930098,251.7837074,252.2261351,251.1620122,251.1440136,251.7938648,251.7886722,251.7938648,251.1610139,251.2300061,251.8103079,252.1175539,252.1316766,252.1316766,252.2224018,251.1330167,252.2170721,252.1997167,251.1210178,251.138015,252.2247689,252.1997167,251.7744186,251.139015,251.7785182,251.7694537,252.1849586,251.7995173,251.7896775,252.1849586,251.7981508,251.788311
2000-01-01 00:18:00 EST,252.0730348,252.2015837,252.0716686,251.9714617,251.9755609,252.2007177,252.255286,251.138008,251.961077,252.2565572,252.2565572,251.0520143,252.2418941,251.9358417,252.2423946,251.2380055,251.2490049,251.213008,251.202009,251.8626911,251.8893832,251.8613245,252.1848234,251.1930098,251.7837074,252.2261351,251.1620122,251.1440136,251.7938648,251.7886722,251.7938648,251.1610139,251.2300061,251.8103079,252.1175539,252.1316766,252.1316766,252.2224018,251.1330167,252.2170721,252.1997167,251.1210178,251.138015,252.2247689,252.1997167,251.7744186,251.139015,251.7785182,251.7694537,252.1849586,251.7995173,251.7896775,252.1849586,251.7981508,251.788311
2000-01-01 00:19:00 EST,252.0728995,252.1983515,252.0715333,251.9706881,251.9747873,252.1983515,252.2505518,251.1540078,251.9598007,252.2509572,252.2509572,251.0680141,252.2357937,251.93493,252.2371599,251.2560052,251.2670047,251.2360075,251.2240085,251.860777,251.887469,251.8594105,252.1777222,251.2170092,251.7817947,252.2176677,251.1900112,251.1760123,251.7919523,251.7867595,251.7919523,251.1860131,251.2530057,251.8078938,252.1104529,252.1240753,252.1240753,252.2139344,251.1580159,252.2094704,252.1912492,251.1460169,251.1630142,252.2171672,252.1912492,251.7728685,251.1640142,251.7761026,251.7679036,252.1773569,251.7979668,251.787262,252.1773569,251.7966003,251.7867609
2000-01-01 00:20:00 EST,252.0619238,252.1255062,252.0610579,251.931275,251.9340074,252.1255062,252.0992912,251.826001,251.9039345,252.0939611,252.0939611,251.8200011,252.0938626,251.8818846,252.0952286,251.7640029,251.7760025,251.7450057,251.733006,251.8020336,251.8304538,251.8015332,252.0502844,251.7260067,251.7222161,252.081301,251.7000085,251.6850095,251.7323755,251.7271804,251.7323755,251.6970104,251.7620041,251.7488083,251.9781896,251.9918145,251.9926806,252.0775691,251.669013,252.0722389,252.0548823,251.6580139,251.6740115,252.079935,252.0548823,251.704557,251.6750115,251.7100219,251.7018246,252.0404901,251.7346138,251.7239142,252.0396241,251.7332476,251.7239142
2000-01-01 00:21:00 EST,252.0619238,252.1255062,252.0610579,251.931275,251.9340074,252.1255062,252.0992912,251.826001,251.9039345,252.0939611,252.0939611,251.8200011,252.0938626,251.8818846,252.0952286,251.7640029,251.7760025,251.7450057,251.733006,251.8020336,251.8304538,251.8015332,252.0502844,251.7260067,251.7222161,252.081301,251.7000085,251.6850095,251.7323755,251.7271804,251.7323755,251.6970104,251.7620041,251.7488083,251.9781896,251.9918145,251.9926806,252.0775691,251.669013,252.0722389,252.0548823,251.6580139,251.6740115,252.079935,252.0548823,251.704557,251.6750115,251.7100219,251.7018246,252.0404901,251.7346138,251.7239142,252.0396241,251.7332476,251.7239142
2000-01-01 00:22:00 EST,252.0615582,252.1255062,252.0610579,251.9309096,251.9345077,252.1255062,252.1011572,251.823001,251.9044349,252.095827,252.095827,251.8170011,252.0957286,251.8815193,252.0957286,251.761003,251.7720025,251.7410057,251.7290061,251.8030345,251.8305889,251.8016682,252.0521504,251.7220068,251.7232167,252.0823008,251.6940087,251.6790097,251.7325103,251.7273152,251.7325103,251.6920105,251.7570042,251.7493086,251.9786895,251.9936804,251.9936804,252.079435,251.6640132,252.0741048,252.0558822,251.6530141,251.6690117,252.0818009,252.0567483,251.7055579,251.6700116,251.7110228,251.7019597,252.04149,251.734749,251.7249151,252.04149,251.7333828,251.7240493
2000-01-01 00:23:00 EST,252.0417396,252.1275701,252.0403735,251.8861348,251.8902333,252.1275701,252.1056501,251.8360029,251.8239087,252.1015522,252.1015522,251.8290032,252.1007208,251.8281819,252.1007208,251.7740056,251.785005,251.7540093,251.7420097,251.7483309,251.7767511,251.7469647,252.0576433,251.7350106,251.6685133,252.0877935,251.7070129,251.6920142,251.6786727,251.6734776,251.6786727,251.7050152,251.7700073,251.6951055,251.9850492,251.9991742,251.9991742,252.0844281,251.6770183,252.0790979,252.0608751,251.6660194,251.6830165,252.0872937,252.0617412,251.6513548,251.6830165,251.6563192,251.6481219,252.0469828,251.6809112,251.6702115,252.0469828,251.6795449,251.6702115
2000-01-01 00:24:00 EST,252.0224606,252.1544886,252.0219602,251.8460777,251.8496759,252.1544886,252.1583538,251.7810085,251.7743293,252.1533898,252.1533898,251.7720091,252.1582548,251.771908,252.1582548,251.719014,251.7310131,251.6790286,251.6780242,251.6711455,251.7087237,251.6697792,252.1478916,251.6690263,251.5522277,252.1616846,251.6420298,251.6270317,251.5610611,251.5563265,251.5610611,251.6400332,251.6240478,251.5652543,252.1467245,252.1426267,252.1426267,252.1574532,251.6110377,252.152123,252.1347662,251.6000393,251.6170352,252.1603187,252.1347662,251.5798648,251.6180351,251.5848293,251.5766317,252.1208739,251.6094223,251.5987216,252.1200078,251.608056,251.5987216
2000-01-01 00:25:00 EST,252.0274249,252.136632,252.0260588,251.8582385,251.8618367,252.136632,252.1262734,251.753005,251.7895878,252.1208095,252.1221754,251.7450054,252.1111838,251.7898991,252.1072196,251.6780091,251.6930082,251.6480212,251.6350185,251.688271,251.7263498,251.6877704,252.1123463,251.640019,251.5693531,252.1219081,251.6150219,251.6000235,251.5781865,251.5734518,251.5781865,251.6220241,251.594038,251.5823797,252.1111787,252.106581,252.106581,252.1166769,251.604027,252.1108468,252.0926239,251.5980278,251.6050254,252.1200423,252.0926239,251.5955827,251.6060253,251.6010478,251.5919845,252.0782318,251.62514,251.6144395,252.0782318,251.6237738,251.6144395
2000-01-01 00:26:00 EST,252.031158,252.142363,252.0297918,251.8668413,251.8700742,252.140997,252.1345043,251.7270046,251.8001932,252.1295403,252.1295403,251.7220048,252.121915,251.8025074,252.1188169,251.6390091,251.6540082,251.5930218,251.582019,251.7057512,251.7428286,251.7057512,252.128308,251.560022,251.5873323,252.1380038,251.5570226,251.5420242,251.5956655,251.5914311,251.5956655,251.5620245,251.5380389,251.600359,252.1262734,252.1216755,252.1221754,252.132406,251.5440273,252.1265759,252.1083533,251.5370281,251.5450257,252.1366378,252.1092194,251.6236277,251.5450256,251.6263603,251.6181625,252.0939611,251.6477206,251.6370194,252.0939611,251.6463542,251.6370194
2000-01-01 00:27:00 EST,252.0310231,252.1391312,252.0301573,251.8657051,251.8693033,252.1386314,252.1289066,251.7430044,251.7997873,252.1248086,252.1248086,251.7380047,252.1158171,251.8016004,252.112719,251.6570088,251.6720079,251.6130211,251.6160171,251.7043429,251.7414204,251.7034773,252.1212106,251.5790214,251.585424,252.134272,251.5740222,251.5590237,251.5942577,251.5900234,251.5942577,251.5710247,251.559038,251.5984507,252.1191762,252.1150783,252.1159444,252.1305401,251.5430284,252.1252099,252.1078534,251.5320297,251.5480262,252.134272,252.1078534,251.6226264,251.5490262,251.6267253,251.6185275,252.0939611,251.6485862,251.6373844,252.0939611,251.6472199,251.6373844
2000-01-01 00:28:00 EST,252.0310231,252.1391312,252.0301573,251.8657051,251.8693033,252.1386314,252.1289066,251.7430044,251.7997873,252.1248086,252.1248086,251.7380047,252.1158171,251.8016004,252.112719,251.6570088,251.6720079,251.6130211,251.6160171,251.7043429,251.7414204,251.7034773,252.1212106,251.5790214,251.585424,252.134272,251.5740222,251.5590237,251.5942577,251.5900234,251.5942577,251.5710247,251.559038,251.5984507,252.1191762,252.1150783,252.1159444,252.1305401,251.5430284,252.1252099,252.1078534,251.5320297,251.5480262,252.134272,252.1078534,251.6226264,251.5490262,251.6267253,251.6185275,252.0939611,251.6485862,251.6373844,252.0939611,251.6472199,251.6373844
2000-01-01 00:29:00 EST,252.0204029,252.1480595,252.0190367,251.8446973,251.8482955,252.1480595,252.1473968,251.6950068,251.7740866,252.1432988,252.1432988,251.6860073,252.1355395,251.7723028,252.1315754,251.6040127,251.6230113,251.5750275,251.5780227,251.6659833,251.7052927,251.6659833,252.1411654,251.541028,251.5470632,252.1553252,251.5360292,251.522031,251.5558973,251.5516627,251.5558973,251.5360334,251.5200464,251.5600899,252.1391312,252.1350333,252.1358994,252.1523258,251.5100386,252.1468619,252.1306038,251.4990402,251.5220394,252.1548253,252.1306038,251.5697383,251.5230394,251.5729716,251.5647737,252.1180428,251.5857693,251.5477415,252.1171767,251.5844029,251.5427769
2000-01-01 00:30:00 EST,252.0219041,252.1450949,252.0219041,251.8500677,251.853666,252.1450949,252.1434679,251.6410068,251.7814601,252.1398698,252.1398698,251.6350071,252.127513,251.7799061,252.1244149,251.5870104,251.6020094,251.5480231,251.5500195,251.6761841,251.7137622,251.6748178,252.1195136,251.5140244,251.5576286,252.143334,251.5090255,251.4940272,251.5664627,251.5622281,251.5664627,251.5090294,251.4930403,251.5706553,252.1223091,252.1182112,252.1182112,252.1403344,251.4830343,252.1353704,252.1186123,251.4720358,251.4950351,252.1428341,252.1186123,251.5790735,251.495035,251.5818061,251.5736081,252.1060511,251.5946039,251.5570765,252.105185,251.5932375,251.5516112
2000-01-01 00:31:00 EST,252.0141679,252.1384635,252.0136675,251.8208903,251.8208903,252.1370975,252.128837,251.7200082,251.7643057,252.1257388,252.1257388,251.7050091,252.1067835,251.7635752,252.1036853,251.7010099,251.7160089,251.7020182,251.7020158,251.6681956,251.7019458,251.6673299,252.0951537,251.6810191,251.5938641,252.0993172,251.7020178,251.7020178,251.5917674,251.5938641,251.5917674,251.7070213,251.6380297,251.5891297,252.0910559,252.086958,252.086958,252.0912215,251.7070232,252.0842587,252.0680011,251.7060233,251.7070251,252.0974515,252.0680011,251.5630364,251.7070251,251.567135,251.5575715,252.0545755,251.57843,251.5404065,252.0545755,251.5770638,251.5354421
2000-01-01 00:32:00 EST,252.0133021,252.1429276,252.0128017,251.8186583,251.8186583,252.1420615,252.1372654,251.7260091,251.7612079,252.1336674,252.1336674,251.71201,252.1169441,251.7604775,252.1129798,251.7050111,251.7200101,251.7060208,251.7060178,251.6630012,251.6971166,251.6625007,252.113743,251.6850213,251.5873035,252.1117103,251.70602,251.70602,251.5852068,251.587804,251.5852068,251.7110237,251.6420332,251.5830695,252.106547,252.1033154,252.1033154,252.1036147,251.7100257,252.0966519,252.0803943,251.7100258,251.7110277,252.1098446,252.0803943,251.5582071,251.7110276,251.56144,251.5532427,252.0669688,251.5736008,251.5360775,252.0669688,251.5722346,251.5306127
2000-01-01 00:33:00 EST,252.0141679,252.1420615,252.0128017,251.8200245,251.8200245,252.1420615,252.1363993,251.7250089,251.7634399,252.1333011,252.1333011,251.7110098,252.1165779,251.76321,252.1134797,251.7040109,251.7190099,251.7050205,251.7050175,251.6665995,251.6998491,251.6652332,252.1133767,251.6840209,251.5909017,252.1113438,251.7050196,251.7050196,251.588805,251.5909017,251.588805,251.7100232,251.6410328,251.585802,252.1061806,252.102949,252.102949,252.1037479,251.7090252,252.0967851,252.0800278,251.7080252,251.7090271,252.1094782,252.0800278,251.5541084,251.7100271,251.5686364,251.5672701,252.0671019,251.5780647,251.5396757,252.0671019,251.5758328,251.5355771
2000-01-01 00:34:00 EST,252.0146682,252.1439273,252.0133021,251.8206601,251.8206601,252.1439273,252.1401309,251.7140091,251.7645762,252.1356668,252.1370328,251.6980102,252.1189436,251.7638458,252.1158454,251.6960111,251.71101,251.6960206,251.6960176,251.6672353,251.700485,251.6658691,252.1166084,251.6750211,251.592038,252.1137093,251.6960198,251.6960198,251.5885751,251.592038,251.5885751,251.7010234,251.632033,251.5864377,252.1099121,252.1053145,252.1053145,252.1061133,251.7000253,252.0991505,252.0823931,251.7000254,251.7010273,252.1118436,252.0823931,251.554744,251.7010272,251.5697725,251.5684063,252.0694672,251.5783351,251.5403112,252.0694672,251.5769689,251.5353468
2000-01-01 00:35:00 EST,252.0141679,252.1420615,252.0136675,251.8208903,251.8200245,252.1420615,252.1363993,251.723009,251.7634399,252.1333011,252.1333011,251.7080101,252.116078,251.7627095,252.1121137,251.7110106,251.7250097,251.7070203,251.7070174,251.6660989,251.7002143,251.6647327,252.1128769,251.6860208,251.5904012,252.1099779,251.7070195,251.7070195,251.5883045,251.5904012,251.5883045,251.7120231,251.6430326,251.5861672,252.1056809,252.1015831,252.1015831,252.1032482,251.711025,252.0962854,252.0786619,251.7110251,251.712027,252.1081122,252.0786619,251.5544738,251.7120269,251.5681359,251.5667697,252.0666022,251.5780647,251.5391753,252.065736,251.5766985,251.5350767
2000-01-01 00:36:00 EST,252.0172657,252.1304013,252.0158995,251.8275863,251.8275863,252.1304013,252.116078,251.7110066,251.7723678,252.1129798,252.1129798,251.6950075,252.0922925,251.7725031,252.0891943,251.6900081,251.7060071,251.694015,251.6930126,251.6788549,251.7126051,251.6774887,252.0815283,251.6730152,251.6036578,252.0702005,251.6940139,251.6940139,251.601561,251.6036578,251.601561,251.6990158,251.6300258,251.5989234,252.0743323,252.0702345,252.0702345,252.0621045,251.6990175,252.0542755,252.0380178,251.6980175,251.6990191,252.060406,252.0380178,251.5706932,251.6990191,251.5852211,251.5838549,252.0254581,251.5937837,251.5562608,252.0245919,251.5924175,251.550796
2000-01-01 00:37:00 EST,252.0058752,252.1337323,252.0058752,251.8040353,251.8040353,252.1323664,252.1208739,251.7100086,251.7438527,252.1177757,252.1177757,251.6950097,252.0988203,251.7403898,252.0957221,251.6850109,251.7020097,251.6970201,251.6960168,251.6267485,251.6727948,251.6286153,252.0881568,251.6750198,251.5583825,252.0764631,251.6970183,251.6970183,251.5562858,251.5583825,251.5562858,251.7020206,251.6330323,251.5541486,252.0814605,252.0782289,252.0782289,252.0688673,251.7010224,252.0619047,252.0442812,251.7010225,251.7020243,252.0666685,252.0451474,251.5281504,251.7020242,251.5431787,251.5418125,252.0322217,251.5526071,251.5142184,252.0322217,251.5512409,251.5096194
2000-01-01 00:38:00 EST,252.0058752,252.1337323,252.0050094,251.8040353,251.8040353,252.1328662,252.1213737,251.7080087,251.7438527,252.1182755,252.1182755,251.6930097,252.09982,251.7408903,252.0967218,251.661012,251.6850103,251.723018,251.707016,251.6244761,251.6725242,251.6272085,252.0781954,251.6890189,251.5526626,252.0722321,251.7100174,251.7100174,251.5489294,251.5526626,251.5489294,251.7150196,251.7350218,251.5481986,252.0520771,252.049845,252.0507113,252.0641368,251.7140214,252.0571741,252.0409166,251.7140214,251.7150232,252.0619378,252.0409166,251.5273799,251.7150232,251.5419077,251.5405415,252.0274913,251.5513361,251.5129477,252.0274913,251.5499699,251.5083487
2000-01-01 00:39:00 EST,252.0058752,252.1337323,252.0050094,251.8040353,251.8040353,252.1328662,252.1213737,251.7080087,251.7438527,252.1182755,252.1182755,251.6930097,252.09982,251.7408903,252.0967218,251.661012,251.6850103,251.723018,251.707016,251.6244761,251.6725242,251.6272085,252.0781954,251.6890189,251.5526626,252.0722321,251.7100174,251.7100174,251.5489294,251.5526626,251.5489294,251.7150196,251.7350218,251.5481986,252.0520771,252.049845,252.0507113,252.0641368,251.7140214,252.0571741,252.0409166,251.7140214,251.7150232,252.0619378,252.0409166,251.5273799,251.7150232,251.5419077,251.5405415,252.0274913,251.5513361,251.5129477,252.0274913,251.5499699,251.5083487
